id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note,review_note
hn132345,n,זה כיף גדול לעזור לשומרים לפתוח את המנעולים.,לעזור לשומרים לפתוח את המנעולים זה מאוד כיף.,"לעזור לשומרים לפתוח את המנעולים מייגע ולא מהנה,",ולא,strong,0.62,0.88,132345,travel,,"antonym plus negation, not a polarity flip"
hn13902,y,כעת חוזים עודפי תקציב פדרליים לפחות לעשור הקרוב.,כעת צפויים עודפי תקציב פדרליים לפחות לעשור הבא.,עודפי תקציב פדרליים לא צפויים לפחות בעשור הקרוב.,לא,strong,0.62,0.75,13902,government,,
hn144480,y,"בגרסת ABC של המסמך, הוא מופיע בשני המקומות.",זה הופיע בשני מקומות בגרסה של ABC למסמך.,"בגרסת ABC למסמך, זה לא מופיע בשני המקומות.",לא,strong,0.62,0.38,144480,slate,,
hn144561,n,הבטחת כיסוי ביקורת מספק של אבטחת מידע בסוכנות,סיקור סקירה מספק של אבטחת מידע מובטח.,כיסוי ביקורת הולם של אבטחת מידע אינו מובטח.,אינו,strong,0.62,0.50,144561,government,,target is a heading
hn20039,n,8- תלוי באינטראקציה בין כל חיסכון אישי נוסף וצמצום ממשלתי הקשור למימון התמריץ.,תלוי באינטראקציה בין כל חסכון אישי נוסף לבין חוסר חסכון ממשלתי,אינו תלוי באינטראקציה בין כל חיסכון אישי נוסף לבין חיסכון ממשלתי,אינו,strong,0.62,0.54,20039,government,,target is a truncated list item
hn2855,n,כיצד הקמת חשבונות פרטניים תשפיע על החיסכון הלאומי?,הקמת חשבון אישי תשפיע על החיסכון הלאומי.,הקמת חשבון אישי לא תשפיע על החיסכון הלאומי.,לא,strong,0.62,0.62,2855,government,,"target is a question, negation is a statement"
hn29664,n,הניתוח הכלכלי של NRCS נידון במבוא לכלל הסופי.,הכלל הסופי כולל ניתוח כלכלי של NRCS.,הניתוח הכלכלי של NRCS אינו נכלל בכלל הסופי.,אינו,strong,0.62,0.38,29664,government,,predicate changed: נידון במבוא -> נכלל
hn30673,y,אבל יש משהו שאתה יכול לעשות כדי לעזור.,אתה יכול לסייע.,אין דבר שאתה יכול לעשות כדי לעזור.,אין,strong,0.62,0.12,30673,letters,existential,existential
hn33322,n,הציורים הפוסט-אימפרסיוניסטים של ג'ק ב. ייטס (אחיו של המשורר המפורסם) ראויים לציון במיוחד.,ג'ק ב' ייטס הוא אחיו של משורר מפורסם.,הציורים של ג'ק ב. ייטס אינם ראויים לציון כלל.,אינם,strong,0.62,0.46,33322,travel,,negation drops the parenthetical the paraphrase is about
hn42937,n,סגנון הקישוטים המרשים הזה אופייני לספרד במאה ה-16.,סגנון טיפוסי של ספרד במהלך המאה ה-16 היה מעוטר מאוד.,לא היה סגנון ייחודי אופייני לספרד במאה ה-16.,לא,strong,0.62,0.25,42937,travel,,restructured
hn43367,y,עובדים אלה יצטרכו לעבור הכשרה צולבת כדי שיוכלו לטפל הן בעיבוד ההחזרים והן באחריות התאימות שלהם.,אותם עובדים יצטרכו לעבור הכשרה כדי שיוכלו לטפל בעיבוד החזרות שלהם.,עובדים אלה לא יצטרכו לעבור הכשרה כדי שיוכלו לטפל בעיבוד החזרות שלהם.,לא,strong,0.62,0.56,43367,government,,paraphrase and negation drop the same clause
hn43371,n,אבל נשים בנות זמננו יכולות לקבל את שניהם.,נשים מודרניות יכולות לקבל את זה בכל דרך.,נשים לא יכולות לקבל את שניהם.,לא,strong,0.62,0.50,43371,slate,,negation drops בנות זמננו
hn46901,n,"בנוסף להוצאותיה הישירות, הממשלה הפדרלית מציעה תמריצי מס כדי לעודד חיסכון והשקעה שאינם פדרליים.","הממשלה הפדרלית מציעה גם תמריצים מס כדי לקדם חסכון והשקעה שאינם קשורים לממשלה הפדרלית, בנוסף להוצאות ישירות.",הממשלה הפדרלית לעולם לא מציעה תמריצים מס כדי לעודד חיסכון והשקעה.,לא,strong,0.62,0.54,46901,government,,negation drops שאינם פדרליים and the framing clause
hn47018,n,כדור הארץ במאזן של גור הואשם הן בחשיבה מעורפלת והן בקידום פוליטי עירום.,"מאשימים את הספר ""כדור הארץ במאזן"" של גור בקידום פוליטי גלוי.","הספר ""כדור הארץ במאזן"" של גור מעולם לא הואשם בחשיבה מעורפלת.",מעולם לא,phrase,0.62,0.54,47018,slate,,negation drops the conjunct the paraphrase keeps
hn53260,n,הוא תמיד שמר על חדר השינה [והארונות] נעולים.,הוא שמר על חדר השינה נעול,הוא שמר על חדרי השינה לא נעולים,לא,strong,0.62,0.62,53260,slate,,negation drops תמיד and moves inside the object
hn57480,n,"אלו שחושבים שהפוליטיקה קובעת את מהלך הטכנולוגיה (לדוגמה,",יש המאמינים שהפוליטיקה משפיעה על נתיב הטכנולוגיה.,אלה שחושבים שהפוליטיקה בשום אופן לא קובעת את מהלך התחבורה.,בשום אופן | לא,"phrase,strong",0.62,0.25,57480,slate,,target truncated; טכנולוגיה also becomes תחבורה
hn63016,n,"זה מספיק טוב, אבל יש לי תוכנית אחרת.","יש לי הצעה נוספת, אם כי זה מספיק.",זה לא מספיק ואין לי תוכנית אחרת.,לא | ואין,strong,0.62,0.50,63016,fiction,,"both clauses negated, not one"
hn65204,n,ההפניות יופיעו בסוגריים בסוף כל פסקה או איור.,"בסוף כל פסקה או איורים, שם יופיעו ההפניות.",לא יהיה כלום בסוף כל פסקה או איור.,לא,strong,0.62,0.75,65204,government,,negation drops ההפניות and בסוגריים
hn68954,n,היא הגיעה להכיר את בטי קארי טוב מאוד.,"עם הזמן, היא החלה להכיר טוב את בטי קארי.",היא הגיעה לא ממש לחבב את בטי קארי.,לא,strong,0.62,0.75,68954,slate,,verb changed: להכיר -> לחבב
hn69383,n,"במהלך העשור האחרון, הממשלה והאומה שלנו הפכו ל","האומה שלנו, כמו גם הממשלה שלנו, בעשור האחרון.","בעשור האחרון, הממשלה והאומה שלנו לא הפכו לכלום.",לא,strong,0.62,0.38,69383,government,,target truncated
hn69912,n,אתה יכול להחליט בעצמך אם אתה אוהב את השאלה של טיילור - וזו הנקודה.,טיילור יש שאלה.,אין לך זכות להחליט אם אתה אוהב את השאלה של טיילור.,אין,strong,0.62,0.08,69912,slate,,restructured (אין לך זכות)
hn70247,n,"זה שמה, אמרה טופנס, פוקחת את עיניה לרווחה.",טופנס דאגה שהעיניים שלה ייראו גדולות מאוד.,"זה לא שמה, טופנס עצמה את עיניה בפחד.",לא,strong,0.62,0.12,70247,fiction,,two things negated at once
hn72409,n,סלינג'ר כתב מכתבים דומים לסופרות צעירות אחרות.,סופרות צעירות אחרות קיבלו מכתבים דומים גם מסאלינג'ר.,סלינג'ר אף פעם לא כתב מכתבים דומים לאף אחד אחר.,אף פעם | לא | לאף אחד,"phrase,strong",0.62,0.62,72409,slate,,recipient generalised: לסופרות צעירות -> לאף אחד
hn77819,y,"לכן, יש להעריך פשרה כלכלית עבור כל פרויקט.",לכל פרויקט חייב להיות מדד כלכלי מוערך.,לא נדרשת הערכת פשרה כלכלית עבור כל פרויקט.,לא,strong,0.62,0.12,77819,government,,
hn78700,y,יש לרכוש את החבילה לאחר הגעתך לפוארטו ריקו.,עליך לרכוש את החבילה לאחר שתגיע לפוארטו ריקו.,אינך נדרש לרכוש דבר לאחר הגעתך לפוארטו ריקו.,אינך,strong,0.62,0.75,78700,travel,,
hn79242,n,"את עובדת ב-Tadminster, נכון, מיס מורדוך? היא הנהנה.",מיס מורדוק עבדה בטאדמינסטר.,את לא עובדת ב-Tadminster. היא הנהנה.,לא,strong,0.62,0.12,79242,fiction,,two sentences fused; garbled
hn81462,n,אולי תחושות הבדידות המוגברות שלהם הן השתקפויות של הבנה מעמיקה יותר של המצב האנושי.,בדידות נראית כהשתקפות של הבנה של מה זה להיות אנושי.,תחושות הבדידות המוגברת שלהם לא היו השתקפויות של הבנה מעמיקה יותר.,לא,strong,0.62,0.15,81462,slate,,negation drops אולי and changes tense
hn87849,n,מוזיאון הטבע של מחוז לוס אנג'לס והסניף שלו בברבנק נהדרים לכל המשפחה.,כל המשפחה יכולה להעריך את מוזיאון הטבע של מחוז לוס אנג'לס ואת הסניף שלו בברבנק.,בברבנק אין סניף של מוזיאון הטבע של מחוז לוס אנג'לס.,אין,strong,0.62,0.77,87849,travel,,"negates the branch's existence, not the claim"
hn88761,n,אלכסנדר לבד היה מעורב בשערורייה של המאפיה בסיביר.,שערוריית מאפיה התרחשה בסיביר.,אלכסנדר לבד מעולם לא היה מעורב עם המאפיה.,מעולם לא,phrase,0.62,0.12,88761,slate,,negation drops בסיביר
hn88841,n,"בתיאוריה, צמצום אמור להיות דרך להתאים את גודל כוח העבודה שלך לגודל העסק שלך.",צמצום צריך להתאים את כוח העבודה שלך לגודל העסק שלך.,צמצום לא יכול להתאים את כוח העבודה שלך לגודל העסק שלך.,לא,strong,0.62,0.62,88841,slate,,modal changed: אמור -> יכול
hn88882,y,קיימים מספר חלופות לרישום שינויים בלוחות זמנים שנקבעו.,קיימות אלטרנטיבות רבות לרישום שינויים בלוחות זמנים שנקבעו.,לא קיימות חלופות לרישום שינויים בלוחות זמנים קבועים.,לא,strong,0.62,0.62,88882,government,existential,existential
hn95477,n,"הוא התנשף כשהגיע לפסגה, אבל עדיין הצליח לדבר.",הוא היה מותש כשהגיע לפסגה.,הוא לא הצליח לדבר כשהגיע לפסגה.,לא,strong,0.62,0.38,95477,fiction,,"restructured, first clause dropped"
hn95743,n,ערכים אלה משקפים את ההתאמה לשינויים בהכנסה הריאלית לאורך זמן הכלולה בשומות ההטבות בסיכומי ההטבות הלאומיות שלנו.,ההתאמה לשינויים בהכנסה הריאלית לאורך זמן שנכללת בשומות ההטבות בסיכומי ההטבות הלאומיים שלנו משתקפת בערכים אלה.,ערכים אלה אינם משקפים את ההתאמה לשינויים בהכנסה הריאלית לאורך זמן.,אינם,strong,0.62,0.69,95743,government,,"negation drops a clause the paraphrase keeps, so the pair is not parallel"
hn96776,n,חברות מסחריות מובילות מצפות ממנהלי התוכניות שלהן לספק מוצרים באיכות גבוהה בזמן ובתקציב.,מצופה ממנהלי תוכנית לספק מוצרים באיכות גבוהה בתוך התקציב ובזמן.,חברות מסחריות מובילות אינן מצפות ממנהלי תוכניות לספק תוכן באיכות גבוהה.,אינן,strong,0.62,0.38,96776,government,,object changed and בזמן ובתקציב dropped
hn96986,n,"במהלך הדיון במליאה, הובעה דאגה רבה לגבי ה-","בוויכוח, הועלתה דאגה לגבי ה-","במהלך דיון, לא הובעה כל דאגה לגבי ה-",לא,strong,0.62,0.38,96986,government,,target truncated
hn98257,n,ספרים אלקטרוניים עשויים להתכנס עם מכשירים ניידים אחרים.,ספרים אלקטרוניים עשויים לעבוד עם מכשירים ניידים אחרים,ספרים אלקטרוניים לא יתמזגו עם מכשירים אחרים,לא,strong,0.62,0.88,98257,slate,,modal dropped and verb changed
hn98950,y,טינטורטו (1518 - 1594) הביא את המנייריזם לוונציה.,טינטורטו הוא שהביא את סגנון המנייריזם לוונציה.,טינטורטו לא הביא את המנייריזם לוונציה.,לא,strong,0.62,0.12,98950,travel,,
hn99694,y,היית מתקשר לחברים שלך בטלפון הזה קודם כל!,היית משתמש בטלפון כדי להתקשר לחברים שלך.,לעולם לא היית מתקשר לחברים שלך בטלפון.,לא,strong,0.62,0.50,99694,fiction,quantifier,quantifier
hn126211,y,"על ידי השקעה בקהילה באמצעות שותפות זו, אתה יכול לעזור ליותר מ-220,000 אנשים במרכז אינדיאנה בשנה הבאה.","אתה יכול לעזור ליותר מ-220,000 אנשים במרכז אינדיאנה בשנה הבאה על ידי השקעה בקהילה באמצעות שותפות זו.",לא תעזור לאף אחד במרכז אינדיאנה בשנה הבאה על ידי השקעה בקהילה באמצעות שותפות זו.,לא | לאף אחד,"phrase,strong",0.61,1.00,126211,letters,quantifier,quantifier
hn35347,y,"כדי להתמודד ביעילות עם סוגים אלה של אנשים, סנקציות אזרחיות חייבות להיות חזקות מספיק וממוקדות מספיק כדי למנוע משחקנים רעים פוטנציאליים לעשות דברים שפוגעים באחרים.","כדי להתמודד בצורה יעילה עם סוגים אלה של אנשים, סנקציות אזרחיות חייבות להיות חזקות מספיק","כדי להתמודד ביעילות עם סוגים אלה של אנשים, סנקציות אזרחיות לא חייבות להיות חזקות מספיק",לא,strong,0.61,0.57,35347,government,,paraphrase and negation drop the same clause
hn100458,n,"ובכן, הוא הודה, ""אני מניח שזה יכול להיות גרוע יותר.",הוא הכחיש שהמצב יכול להיות גרוע יותר ממה שהוא היה.,הוא לא חשב שזה יכול להיות גרוע יותר.,לא,strong,0.60,0.50,100458,fiction,,target garbled; paraphrase says the opposite (הכחיש)
hn103065,n,סר ג'יימס יראה אותך.,סר ג'יימס מוכן לפגוש אותך.,סר ג'יימס לא זמין כרגע.,לא,strong,0.60,0.80,103065,fiction,,negation makes a different claim (לא זמין כרגע)
hn104048,n,זאת אינך יכול לעשות עם קוסובו בלי לפגוע בקצב ובחוש ההגינות האנושית.,פעולה כזאת עם קוסובו הייתה פוגעת בתחושת ההגינות האנושית.,לעשות זאת עם קוסובו לא יפגע בתחושת ההגינות האנושית.,לא,strong,0.60,0.40,104048,slate,,direction inverted: the target is already negated
hn104055,y,בקרבת מקום נמצא פסל של צ'ארלס השני על סוס.,צ'ארלס השני רוכב על סוס בתיאור פיסולי שלו.,אין פסלים של צ'ארלס השני על סוס.,אין,strong,0.60,0.50,104055,travel,existential,existential
hn104467,y,גישה זו מוצגת באיור 4-2.,איור 4-2 מראה גישה זו.,איור 4-2 לא מתאר גישה זו.,לא,strong,0.60,0.60,104467,government,,
hn106240,n,אתה יודע הרבה על היסטוריה?',כמה אתה יודע?,אתה לא יודע היסטוריה.,לא,strong,0.60,0.40,106240,fiction,,"target is a question, negation is a statement"
hn109240,y,"כן, אמר סר ג'יימס.",סר ג'יימס הסכים.,סר ג'יימס לא הסכים.,לא,strong,0.60,0.60,109240,fiction,,
hn110772,y,אפילו יש חשבון עובר ושב.,יש להם חשבון עובר ושב.,אין להם חשבון עובר ושב.,אין,strong,0.60,0.80,110772,government,existential,existential
hn110959,n,אז למה לעשות את זה?,למה היית עושה את זה?,למה אתה לא עושה את זה?,לא,strong,0.60,0.60,110959,slate,,negation adds a subject and shifts the question
hn112158,n,מי הולך? דרשה טופנס בחדות.,טופנס רצתה לדעת מי הולך.,טופנס לא התעניינה לדעת מי הולך.,לא,strong,0.60,0.60,112158,fiction,,negates the act of asking
hn112666,y,התאמנו את עלויות עיבוד הדואר עבור La Poste ו-Posti Finland.,התאמנו את עלויות עיבוד הדואר עבור Posti Finland.,לא התאמנו את עלויות עיבוד הדואר עבור פוסטי פינלנד.,לא,strong,0.60,0.70,112666,government,,paraphrase and negation drop the same item
hn114423,n,הם הלכו לשם כל הזמן.,זה היה המקום שאליו הם הלכו כל הזמן.,הם לא הלכו לשם.,לא,strong,0.60,0.80,114423,fiction,,negation drops כל הזמן
hn11468,n,גוונים של צ'יקן ליטל!,"ממש כמו ב""העולם על פי צ'יקן ליטל""!",לא כמו צ'יקן ליטל בכלל.,לא,strong,0.60,0.60,11468,fiction,,target is an idiom fragment
hn114824,y,המידע היה צריך לכלול זיהוי ספציפי של הטובין או השירות.,הוא דרש זיהוי ספציפי של הפריט או השירות.,לא נדרש זיהוי ספציפי של הטובין או השירות.,לא,strong,0.60,0.50,114824,government,,
hn115032,y,מעורבות לקוחות חשובה גם כן.,מעורבות לקוחות היא חשובה גם.,מעורבות של לקוחות לא חשובה.,לא,strong,0.60,0.80,115032,government,,
hn115169,n,"לדוגמה, ניתן לעטוף סקיצות או תמונות בחומר בצבעים ודוגמאות שונים.",ניתן לעטוף חומרים בעלי דוגמאות שונות סביב תמונות.,לא ניתן לעטוף תמונות בחומר בצבעים שונים.,לא,strong,0.60,0.30,115169,oup,,negation drops סקיצות and ודוגמאות
hn115288,y,תמיד אמרת לי את זה.,אתה אמרת לי את זה.,מעולם לא סיפרת לי את זה.,מעולם לא,phrase,0.60,0.80,115288,fiction,quantifier,quantifier
hn115341,n,"עוד שאלה אחת, מר וולס.","מר וולס, עוד שאלה אחת בשבילך.","לא עוד שאלות, מר וולס.",לא,strong,0.60,1.00,115341,fiction,,"target is a request, not a proposition"
hn116659,n,"ג'ודי, מה שלומך בשיקגו?",ג'ודי נמצאת בשיקגו.,ג'ודי מעולם לא הייתה בשיקגו.,מעולם לא,phrase,0.60,0.60,116659,slate,,"target is a question, negation is a statement"
hn118628,n,"תגידי משהו מקורי, גנחה סינתיה.",סינתיה רצתה שאומר משהו מקורי.,סינתיה רצתה שאגיד משהו לא מקורי.,לא,strong,0.60,0.60,118628,fiction,,scope: לא attaches to מקורי inside the object
hn120190,n,אז הדבר הראשון שהיא זוכרת?,"ממשיכים קדימה, מה הדבר הראשון שהיא זוכרת?",היא לא זוכרת את הדבר הראשון.,לא,strong,0.60,0.80,120190,fiction,,"target is a question, negation is a statement"
hn120462,y,מסביר מה גרינספן באמת אמר.,זה מסביר את כל הדברים שגרינספן באמת אמר.,זה לא מסביר שום דבר שגרינספאן באמת אמר.,לא | שום דבר,"phrase,strong",0.60,0.60,120462,slate,quantifier,quantifier
hn121299,n,אתה תעזור לי למרות עצמך.,תעזור לי למרות עצמך.,"אתה לא תעזור לי, למרותי.",לא,strong,0.60,0.80,121299,fiction,,negation garbled by MT
hn121766,n,"מה עוד זה יכול להיות?""",האם זה יכול להיות משהו אחר?,זה לא יכול להיות שום דבר אחר.,לא | שום דבר,"phrase,strong",0.60,0.60,121766,fiction,,"target is a question, negation is a statement"
hn122434,n,הצורך בשירותים משפטיים הוא מכריע.,הצורך בשירותים משפטיים הוא עצום.,הצורך בשירותים משפטיים אינו מרשים.,אינו,strong,0.60,0.80,122434,government,,predicate changed: מכריע -> מרשים
hn123281,n,(מצביע שוב על תחתית הפאזל),מורה שוב בתנועה על תחתית הפאזל.,"לא מצביע, רק מגרגר על הפאזל.",לא,strong,0.60,0.80,123281,oup,,negation adds a clause
hn125492,n,תוצאות הנראות מדווחות כשינוי בדציבלים.,שינוי ב-deciviews- כיצד מדווחים על תוצאות הנראות.,תוצאות הנראות אינן מדווחות כלל.,אינן,strong,0.60,0.40,125492,government,,negation drops כשינוי בדציבלים
hn126447,y,האוכל של דבלין עבר מטמורפוזה.,האוכל של דבלין כבר עבר שינוי.,האוכל של דבלין נשאר ללא שינוי.,ללא,strong,0.60,0.80,126447,travel,privative,privative
hn127577,n,לאור מה שקרה הם מעניינים.,"בהתחשב במה שקרה, הם מרתקים.","לא משנה מה קרה, הם לא מעניינים.",לא | לא,strong,0.60,0.40,127577,fiction,,negation changes the framing clause
hn128263,n,דוח סופי של כוח המשימה - מאושר על ידי הדירקטוריון,הדירקטוריון אישר את הדוח הסופי על כוח המשימה,דוח כוח המשימה הסופי לא אושר על ידי הדירקטוריון.,לא,strong,0.60,0.40,128263,government,,target is a heading
hn13253,n,הפעמון נוצק מחדש בשנות ה-1680.,"בסוף המאה ה-17, הפעמון נוצק מחדש.",הפעמון לא נוצק מחדש במהלך חייו.,לא,strong,0.60,0.60,13253,travel,,time frame changed: בשנות ה-1680 -> במהלך חייו
hn134041,n,"אני מדבר גם בשמך, אני יודע.",אני מבין שאני מדבר בשם שנינו.,"אני מדבר רק בשמי, לא בשמך.",לא,strong,0.60,0.40,134041,fiction,,restructured
hn134516,n,על זה אדבר איתך היום.,,אני לא אדבר איתך היום.,לא,strong,0.60,0.00,134516,government,WRITE PARAPHRASE,negation drops על זה
hn135294,y,"עליך תמיד להקשיב לאינסטינקטים שלך.""",כדאי לך תמיד לשמוע לחושים שלך.,אין לך צורך להקשיב לאינסטינקטים שלך.,אין,strong,0.60,0.00,135294,fiction,,
hn136468,y,ארוחת בוקר כלולה במחיר החדר.,ארוחת בוקר כלולה.,ארוחת בוקר לא כלולה.,לא,strong,0.60,0.60,136468,travel,,
hn137024,y,"ובכן, אתה יכול לעשות משהו.","ובכן, יש משהו שאתה יכול לעשות.","ובכן, אין שום דבר שאתה יכול לעשות.",אין | שום דבר,"phrase,strong",0.60,0.80,137024,fiction,existential,existential
hn137109,y,זה היה בבירור המקרה בקשר לתקני העצמאות הנוכחיים של AICPA.,זה היה בבירור המקרה בקשר ל-AICPA.,זה בבירור לא היה המקרה בקשר עם AICPA.,לא,strong,0.60,0.50,137109,government,,paraphrase and negation drop the same phrase
hn137901,n,הוצגו ותואמו עם מחקר המקרה,הוא הוצג ותואם עם מחקר המקרה.,הוא לא הוצג עם מחקר המקרה.,לא,strong,0.60,0.60,137901,government,,target has no subject
hn138441,n,אנחנו מעריכים את הרצון שלך לעזור אבל אנחנו יכולים לדאוג לעצמנו.,,"אנחנו צריכים את העזרה שלך, אנחנו לא יכולים לדאוג לעצמנו.",לא,strong,0.60,0.00,138441,fiction,WRITE PARAPHRASE,restructured; both clauses change
hn138727,n,טיפול צדקה בבתי חולים למטרות רווח הוא חצי מבתי חולים ללא מטרות רווח.,יש טיפול צדקה בבתי חולים.,אין טיפול צדקה בבתי חולים ללא מטרות רווח.,אין,strong,0.60,0.40,138727,slate,,target garbled by MT
hn138846,n,"כתוצאה מכך, מספר הגישות החדשות",יש גישות חדשות עכשיו.,מספר הגישות החדשות לא הושפע.,לא,strong,0.60,0.00,138846,government,,target truncated
hn139077,y,זו הבעיה עם כוכבי כדורסל.,יש בעיה עם כוכבי כדורסל.,אין שום בעיה עם כוכבי כדורסל.,אין,strong,0.60,0.60,139077,slate,existential,existential
hn139986,n,"חיפשתי את זה בכל מקום.""",,לא חיפשתי את זה.,לא,strong,0.60,0.00,139986,fiction,WRITE PARAPHRASE,negation drops בכל מקום
hn141121,n,בתי ספר המשרתים אזורים כפריים.,בתי הספר משרתים אזורים כפריים.,אין בית ספר המשרת אזורים כפריים.,אין,strong,0.60,0.60,141121,government,,target is a noun phrase
hn141601,n,יעדים הקשורים ישירות לתוצאות הארגוניות,התוצאות יכולות להיות מקושרות למטרות מסוימות.,היעדים לא קשורים ישירות לתוצאות הארגוניות.,לא,strong,0.60,0.00,141601,government,,target is a heading
hn142184,n,מה אם הוא יתקוף ראשון?',,מה אם הוא יברח ולא יילחם?,ולא,strong,0.60,0.00,142184,fiction,WRITE PARAPHRASE,negation makes a different claim
hn14284,y,סוסי R הכפולים נעלמו לאחרונה.,לאחרונה סוסי R כפול נעלמו.,אף אחד מהסוסים הכפולים R לא נעלם לאחרונה.,אף אחד | לא,"phrase,strong",0.60,0.80,14284,fiction,quantifier,quantifier
hn142879,n,התלונה היא שהם מייצאים בכלל.,הם מייצאים דברים.,הבעיה היא שהם לא מייצאים מספיק.,לא,strong,0.60,0.20,142879,slate,,'not enough' is a different claim
hn143570,n,מהות הסבר משבר הטילים בקובה.,משבר הטילים בקובה קשור לצבא.,משבר הטילים בקובה אינו עוסק בטילים.,אינו,strong,0.60,0.60,143570,government,,target is a heading
hn143741,n,"ניהול, מערכות מידע ונהלי עסקים.",,אין ניהול ונהלי עסקים נוראיים.,אין,strong,0.60,0.00,143741,government,WRITE PARAPHRASE,target is a list fragment
hn14501,y,הנגרים היו יעילים באותה מידה.,הנגרים היו יעילים.,הנגרים היו לא יעילים.,לא,strong,0.60,0.60,14501,fiction,,
hn145688,n,אבל זה לא הופך אותם לטועים.,הם לא טועים למרות ויכוחים קודמים.,זה הופך אותם ללא נכונים.,ללא,strong,0.60,0.00,145688,slate,,direction inverted: the target is already negated
hn145832,n,האם אני ער או ישן?,,אני לא מתעורר או ישן.,לא,strong,0.60,0.00,145832,slate,WRITE PARAPHRASE,alternative question; negation garbled
hn1496,n,למה הם חשבו שאנחנו כאן?,למה הם חשבו שאנחנו פה?,האם הם לא הבינו שאנחנו כאן?,לא,strong,0.60,0.80,1496,fiction,,both are questions but of different form
hn1651,y,באוארשטיין היה שם באותו ערב.,באוארשטיין נכח שם באותו ערב.,באוארשטיין לא היה שם בערב.,לא,strong,0.60,0.40,1651,fiction,,
hn16961,n,מי הוא? שאל קא'דן.,קאדן רצה לדעת מי הוא.,קאדאן לא שאל אף אחד מי הוא.,לא | אף אחד,"phrase,strong",0.60,0.40,16961,fiction,,restructured; אף אחד added
hn17274,y,"לאחר שהפסיד בערעור ונענש על ידי שופטי בית המשפט לערעורים, הוא ניסה לערער לבית המשפט העליון.",הוא ניסה לפנות לבית המשפט העליון לאחר שהפסיד בערעור שלו.,הוא לא ניסה לערער לבית המשפט העליון לאחר שהפסיד בערעור שלו.,לא,strong,0.60,0.53,17274,slate,,paraphrase and negation drop the same clause
hn17768,n,ועכשיו הבנים הגדולים רוצים להרוויח.,הבנים רוצים למשוך את כספיהם.,הבנים הגדולים לא רוצים לממש.,לא,strong,0.60,0.40,17768,slate,,verb changed: להרוויח -> לממש
hn22398,y,אנחנו יכולים לתקן את זה.',אפשר לתקן את זה.,אי אפשר לתקן את זה.,אי אפשר,phrase,0.60,0.60,22398,fiction,privative,privative
hn22699,y,זה כבר היה שם בתערובת.,הוא כבר היה כלול בתערובת.,זה לא היה כבר חלק מהתערובת.,לא,strong,0.60,0.60,22699,fiction,,
hn23738,n,"זה חבל, אמר ג'ון.",ג'ון אמר שזה חבל.,ג'ון לא חשב שזה חבל.,לא,strong,0.60,0.80,23738,fiction,,verb changed: אמר -> חשב
hn24197,y,"אלוהים, הוא היה באמת עייף.",הוא היה מאוד עייף.,הוא לא היה עייף בכלל.,לא,strong,0.60,0.60,24197,fiction,,
hn26087,n,הערכת הפחתות סיכון לסרטן קטלני.,הערכה של הפחתות סיכון לסרטן קטלני.,אין הערכה של סיכון לסרטן קטלני.,אין,strong,0.60,0.80,26087,government,,target is a heading
hn26378,n,"האם זה הרעיון שלך, טופנס?""","את חשבת על זה, טאפנס?","זה הרעיון שלך, לא?",לא,strong,0.60,0.20,26378,fiction,,"tag question, not a negation of the proposition"
hn27407,n,"כן, זה היה רעיון חכם!",איזה רעיון חכם!,"לא, זה היה רעיון נורא.",לא,strong,0.60,0.40,27407,fiction,,"antonym (חכם -> נורא), not negation"
hn28550,n,המסמכים האלה היו הנאמנות שלי.,האמון שלי היה במסמכים האלה.,המסמכים האלה לא היו חשובים לי.,לא,strong,0.60,0.40,28550,fiction,,predicate changed: הנאמנות שלי -> חשובים לי
hn28882,n,שאחד מהם התאים אני יודע.,לפחות אחד מהם התאים.,איני יודע אם מישהו מהם התאים.,איני,strong,0.60,0.40,28882,fiction,,target garbled by MT
hn30345,n,"להתראות, טומי. הרכבת יצאה מהתחנה.","טומי נפרד, והרכבת עזבה את התחנה.",הרכבת לא יצאה מהתחנה.,לא,strong,0.60,0.20,30345,fiction,,two sentences; only the second is negated
hn30665,n,"סוזן אומרת שהם יודעים מי היצורים האלה, אמר ג'ון.",ג'ון אמר שסוזן יודעת מי היצורים.,ג'ון אמר שסוזן לא ידעה מי היצורים האלה.,לא,strong,0.60,0.50,30665,fiction,,negation moves to a different clause
hn30858,n,בסדר? אז יש לנו עסקה?,האם יש עסקה כרגע?,אז אני מניח שאין לנו עסקה.,שאין,strong,0.60,0.40,30858,fiction,,"target is a question, negation is a statement"
hn31550,y,מישהו חייב לספוג את ההפסד.,יש מי שיצטרך לשאת בהפסד.,אף אחד לא צריך לספוג את ההפסד.,אף אחד | לא,"phrase,strong",0.60,0.00,31550,slate,quantifier,quantifier
hn31578,n,"כן, אדוני, זיהיתי אותך מיד.","אדוני, כמובן, זיהיתי אותך מיד.","סליחה, אפילו לא זיהיתי אותך אדוני.",לא,strong,0.60,0.80,31578,fiction,,negation adds סליחה and אפילו
hn32219,n,ג'ון עמד בכניסה לאוהל.,ג'ון עמד ליד דש האוהל.,ג'ון לא התקרב לאוהל.,לא,strong,0.60,0.60,32219,fiction,,verb changed: עמד בכניסה -> לא התקרב
