id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note
hn115650,?,בינתיים הוא היה מודע לבחינה הקפדנית של סר ג'יימס.,סר ג'יימס עקב אחריו מקרוב.,הוא לא היה מודע לתשומת הלב של סר ג'יימס.,לא,strong,0.70,0.30,115650,fiction,
hn117193,?,ניתן להעריך את האדריכלות הסיקית גם במקדש דורג'יאנה הסמוך.,מישהו מעריך את הארכיטקטורה הסיקית במקדש דורג'יאנה הסמוך.,אף אחד לא מעריך את האדריכלות הסיקית במקדש דורג'יאנה הסמוך.,אף אחד | לא,"phrase,strong",0.70,0.60,117193,travel,
hn121092,?,היא שמעה שאומרים שהוא עשוי יום אחד להיות ראש ממשלה.,מישהו אמר שהוא עוד עלול להיות ראש ממשלה יום אחד.,אף אחד לא רמז שהוא עשוי להיות ראש ממשלה יום אחד.,אף אחד | לא,"phrase,strong",0.70,0.60,121092,fiction,
hn20359,?,"וושינגטון די.סי.: מועצת המושלים של הבנק הפדרלי, דצמבר 2000.",מועצת המושלים היא חלק מהפדרל ריזרב.,מועצת המושלים של הבנק הפדרלי אינה נמצאת בוושינגטון די.סי.,אינה,strong,0.70,0.20,20359,government,
hn22365,?,המסורת המודרנית דורשת שתטפסו דרך המפלים המבעבעים כחלק משרשרת אנושית.,המסורת המודרנית דורשת שתטפס דרך המפלים כחלק משרשרת אנושית.,המסורת המודרנית דורשת שתטפסו דרך המפלים המבעבעים מבלי לגעת באף אחד לידכם.,מבלי | באף אחד,"phrase,strong",0.70,0.80,22365,travel,
hn42892,?,הוא יכול גם לספק ארוחת צהריים במסעדה אם תתקשרו מראש.,"אם תתקשרו מראש, ניתן לספק ארוחת צהריים במסעדה.","לא ניתן לספק ארוחת צהריים במסעדה, אפילו אם תתקשרו מראש.",לא,strong,0.70,0.70,42892,travel,
hn49436,?,כלים שפותחו על ידי הממשלה או ששונו על ידי הממשלה זמינים ללא תשלום ב-,קיימים כלים שפותחו על ידי הממשלה.,כלים ששונו על ידי הממשלה וכאלה שפותחו על ידי הממשלה אינם זמינים.,אינם,strong,0.70,0.50,49436,government,
hn50947,?,"ישנם שלושה איומים עיקריים על סובייקטיביות, אי דיוק ומשוא פנים.",,"אין איומים על סובייקטיביות, אי דיוק ומשוא פנים.",אין,strong,0.70,0.00,50947,government,WRITE PARAPHRASE
hn54206,?,הטיימס לא יכול לשלוח כתבים לחטט סביב עמיתים באותו חדר חדשות.,זה לא מעשי עבור הטיימס לשלוח כתבים לנהל מעקב אחר עמיתים באותו חדר חדשות.,הטיימס יכול לשלוח כתבים לחטט סביב עמיתים ללא סיכון.,ללא,strong,0.70,0.70,54206,slate,
hn81999,?,"במובן מסוים, אני חושב שזה כבר עזר לתדמית של מיקרוסופט.",אני די בטוח שזה עזר לתדמית של מיקרוסופט.,אני לא חושב שזה עזר לתדמית של מיקרוסופט בכלל.,לא,strong,0.70,0.60,81999,slate,
hn85370,?,"האם תאמין, מר קירבי, שאמוס לוטרפילד הביא לי את אלה?","עמוס לוטרפילד הביא לי את אלה, אתה יכול להאמין לזה, מר קירבי?","מר קירבי, האם ידעת שאמוס לוטרפילד מעולם לא הביא לי שום דבר?",מעולם לא | שום דבר,phrase,0.70,0.70,85370,fiction,
hn89420,?,היא עומדת לחזור לבית המשפט לדיון כדי לנקות את שמה.,היא תנקה את הרישום שלה בשימוע.,היא לא הולכת לבית המשפט כדי לנקות את שמה.,לא,strong,0.70,0.20,89420,government,
hn98326,?,"בנוסף, התרחיש המתקדם צופה עלייה בהוצאות התוכנית בסך 9 דולר.",עלייה בהוצאות התוכנית בסך 9 דולר צפויה על ידי התרחיש המתקדם.,עלייה בהוצאות התוכנית בסך 9$ לא צופה בתסריט המתקדם.,לא,strong,0.70,0.80,98326,government,
hn130060,?,"בטווח הארוך, מלאי הון גדול יותר דורש גם יותר חסכון רק כדי להחליף הון שנשחק.",מלאי הון גדול יותר דורש יותר חסכונות רק כדי להחליף הון המתרחק.,בטווח הארוך מלאי הון גדול יותר אינו דורש יותר חסכונות כדי להחליף הון מופחת.,אינו,strong,0.69,0.62,130060,government,
hn79797,?,"כשאתם יוצאים מפונשל, ניתן להגיע לכפר סנטו דה סרה גם דרך קמאצ'ה או מצומת פויסו.",ניתן להגיע לסנטה דה סרה דרך קמאצ'ה.,לא ניתן להגיע לכפר סנטו דה סרה דרך קמאצ'ה או צומת פויסו.,לא,strong,0.69,0.44,79797,travel,
hn94237,?,"הילקר, חבר ותיק במועצת קרן הסיוע המשפטי של מטרופולין שיקגו, התמנה לנשיא הארגון.",הילקר מונה לנשיא הארגון.,הילקר לא היה מעולם חבר במועצת קרן הסיוע המשפטי של מטרופולין שיקגו.,לא | מעולם,strong,0.69,0.23,94237,government,
hn94347,?,שלוש מהטיסות המריאו בפועל בתוך 10 עד 15 דקות מזמני ההמראה המתוכננים שלהן.,"בתוך 10 עד 15 דקות מזמני ההמראה המתוכננים שלהם, שלוש מהטיסות המריאו.",אף אחת מהטיסות לא המריאה תוך 10 עד 15 דקות מזמני ההמראה המתוכננים שלהן.,אף אחת | לא,"phrase,strong",0.69,0.85,94347,nineeleven,
hn10039,?,זה נכון אם אתה מנסה לקבוע סוג כלשהו של סדרי עדיפויות במדיניות.,כאילו שאתה מנסה לקבוע סדרי עדיפויות במדיניות.,זה לא חשוב אם אתה מנסה לקבוע סדרי עדיפויות במדיניות.,לא,strong,0.67,0.42,10039,slate,
hn101016,?,"מחקר ופיתוח מורכבים ממחקר בסיסי, מחקר יישומי ופיתוח.",ישנם שלושה מרכיבים של מחקר ופיתוח.,מחקר יישומי אינו חלק ממחקר ופיתוח.,אינו,strong,0.67,0.33,101016,government,
hn101532,?,הוא שלח לי גזיר עיתון מאמריקה.,הנייר שממנו בא החתך חסר כעת חלק.,הוא אף פעם לא שלח לי כלום משום עיתון.,אף פעם | לא,"phrase,strong",0.67,0.00,101532,fiction,
hn101548,?,השנייה שזה בטוח היה מוזר איך קיבלנו את זה.,"זה בטח היה מוזר לאחרים, איך שהשגנו את זה.",לא היה מוזר טאותר איך הבאנו את זה בטוח.,לא,strong,0.67,0.56,101548,fiction,
hn102522,?,השתלת היד הראשונה בארצות הברית בוצעה.,ארצות הברית כבר ראתה השתלת יד אחת שבוצעה.,מעולם לא בוצעה השתלת יד בארצות הברית.,מעולם לא,phrase,0.67,0.33,102522,slate,
hn103628,?,זה באמת נשמע כאילו אתה יודע על מה אתה מדבר.,אתה בהחלט נשמע כמו מישהו שיודע על מה הוא מדבר.,נשמע כאילו אין לך מושג על מה אתה מדבר.,אין,strong,0.67,0.56,103628,slate,
hn103673,?,הוא היה מוכן לתקוף בראש הנחש.,לנחש היה ראש.,הוא לא היה מוכן לתקוף.,לא,strong,0.67,0.17,103673,nineeleven,
hn103890,?,"ובכן, ובכן, אמר התעשיין.","ובכן, ובכן, דיבר התעשיין.",התעשיין לא אמר מילה.,לא,strong,0.67,0.67,103890,fiction,
hn104142,?,בית המשפט לערעורים ביטל את הפסיקה.,הפסיקה הוגשה לבית המשפט לערעורים של המחוז.,הפסיקה לא הוצגה בפני בית המשפט לערעורים.,לא,strong,0.67,0.50,104142,government,
hn107900,?,גודלה הקטן של מדיירה יכול להטעות.,הגודל הקטן של מדיירה יכול להיראות מטעה.,גודלה הקטן של מדיירה אינו מטעה במיוחד.,אינו,strong,0.67,0.67,107900,travel,
hn110163,?,המערות היו מקום מסתור ללוחמי גרילה קומוניסטים אנטי-יפנים במהלך מלחמת העולם השנייה.,המערות היו מקום מסתור במהלך מלחמת העולם השנייה.,המערות לא היו מקום מסתור במהלך מלחמת העולם השנייה.,לא,strong,0.67,0.67,110163,travel,
hn110674,?,האם אינך יכול לנחש?,,אתה לא יכול לנחש.,לא,strong,0.67,0.00,110674,fiction,WRITE PARAPHRASE
hn110820,?,היו לה שם כמה חברים אמריקאים.,כמה מחבריה האמריקאים היו שם.,לא היו שם חברים אמריקאים שלה.,לא,strong,0.67,0.50,110820,fiction,
hn1111,?,אני רוצה לדעת עוד על זה.,הייתי רוצה לדעת עוד.,אני לא צריך לדעת כלום על זה.,לא,strong,0.67,0.50,1111,fiction,
hn112461,?,ומה עוד למדנו מהחידון של היום?,למדנו מהחידון של היום.,לא למדנו מהחידון של היום.,לא,strong,0.67,0.67,112461,slate,
hn11403,?,האם יש לכם מחלקת משאבי אנוש?,"מחלקת משאבי אנוש, יש לכם את זה?",אין לכם מחלקת משאבי אנוש.,אין,strong,0.67,0.83,11403,slate,
hn114389,?,"מסקיאתוס, ניתן להגיע לסקופלוס, אלוניסוס וסיקירוס.","אתה יכול להגיע לאלוניסוס, סקופלוס וסקירוס, אם אתה מתחיל מסקיאתוס.","מסקיאתוס, אי אפשר להגיע לסקופלוס, אלוניסוס או סקירוס.",אי אפשר,phrase,0.67,0.33,114389,travel,
hn11494,?,גם לי הייתה עבודה אמיתית פעם.,עבדתי בעבודה אמיתית.,מעולם לא הייתה לי עבודה אמיתית.,מעולם לא,phrase,0.67,0.17,11494,fiction,
hn118624,?,אתה באמת יודע מה יש בכולם?,האם אתה יודע מה יש בכולן?,אתה לא יודע מה יש בכל אלה?,לא,strong,0.67,0.67,118624,fiction,
hn11894,?,הנחיות הנדסה ועיצוב לשיפוצי הזרקת צינורות,ישנם קווים מנחים לעיצוב עבור התאמות הזרקת צינורות.,כרגע אין הנחיות עיצוב לשיפוצי הזרקת צינורות.,אין,strong,0.67,0.33,11894,government,
hn120316,?,"רביעית, יהיו סגירות של בתי דואר.",יתרחשו מספר סגירות של בתי דואר.,לא יהיו סגירות של סניפי דואר.,לא,strong,0.67,0.67,120316,government,
hn121283,?,כאשר הנשיא ג'ורג' ה.וו.,היה נשיא בשם ג'ורג' ה. ו.,ג'ורג' ה.וו. מעולם לא היה נשיא.,מעולם לא,phrase,0.67,0.50,121283,government,
hn121959,?,"אחד הוא איש הלייבור, אתה חושב?","אחד הוא חלק מקבוצת העבודה, אתה חושב?","אחד בהחלט לא איש הלייבור, אתה מאמין?",לא,strong,0.67,0.67,121959,fiction,
hn122583,?,"ממש שם בעמוד 302, הוא מסביר.",הוא הסביר שזה היה בעמוד 302.,הוא לא מסביר בעמוד 302.,לא,strong,0.67,0.50,122583,slate,
hn124900,?,"אם יש גן עדן עלי אדמות,",,בהחלט אין גן עדן עלי אדמות.,אין,strong,0.67,0.00,124900,travel,WRITE PARAPHRASE
hn126222,?,"כפי שמוצג במשוואה (4), האיבר D במשוואת Vb מכיל Pb, כך שכאשר Pb משתנה, ההנחה מושפעת.","כפי שמוצג במשוואה (4), האיבר D במשוואת Vb מכיל את Pb","כפי שמוצג במשוואה (4), האיבר D במשוואת Vb אינו מכיל Pb",אינו,strong,0.67,0.67,126222,government,
hn130436,?,מדוע אני כל כך להוט לחיבור?,למה אני כל כך רוצה את הקשר?,למה אני לא כל כך משתוקק לחיבור?,לא,strong,0.67,0.50,130436,slate,
hn132873,?,"כן, ללא ספק, האיש הקטן היה חכם.",הוא היה גבר קטן חכם.,האיש הקטן לא היה חכם בכלל.,לא,strong,0.67,0.33,132873,fiction,
hn138378,?,אנחנו נוסעים דרך ריג'נט פארק!,דרך ריג'נט פארק זה לאן שאנחנו הולכים!,אנחנו לא הולכים דרך ריג'נטס פארק?,לא,strong,0.67,0.67,138378,fiction,
hn138438,?,האם זה אפשרי לסגור את הפער המגדרי הפוליטי הזה?,אנשים תוהים אם אפשר לסגור את הפער המגדרי הפוליטי.,בהחלט לא ניתן לסגור את הפער המגדרי הפוליטי הזה.,לא,strong,0.67,0.56,138438,slate,
hn140182,?,אולי היא מנסה את אותה גישה.,היא עשויה לנסות את אותה גישה.,היא לא שוקלת את אותה גישה.,לא,strong,0.67,0.67,140182,slate,
hn141081,?,שנג'ן הייתה האזור הכלכלי המיוחד הראשון של סין.,"שנזן, הממוקמת בסין, הייתה האזור הכלכלי המיוחד הראשון.",האזור הכלכלי המיוחד הראשון של סין מעולם לא נבנה.,מעולם לא,phrase,0.67,0.56,141081,travel,
hn14238,?,הוא גם מאמין בכנות בתסריטים שלו.,הוא מאמין בכנות בתסריטים שלו.,הוא לא מאמין בתסריטים שלו.,לא,strong,0.67,0.83,14238,slate,
hn144471,?,"מה דעתך להצטרף אלינו, מר גייטס?",מר גייטס מתבקש להצטרף אלינו.,מר גייטס לא רשאי להצטרף אלינו.,לא,strong,0.67,0.67,144471,slate,
hn144739,?,יישוב עולמות אחרים יהיה ההרפתקה האולטימטיבית.,,יישוב עולמות אחרים לא יהיה הרפתקה גדולה.,לא,strong,0.67,0.00,144739,slate,WRITE PARAPHRASE
hn15440,?,"אם האחרים היו שם, הייתי עושה בדיוק אותו הדבר.""","אם האחרים היו בסביבה, הייתי עושה כמוהם.","אם האחרים היו שם, לא הייתי עושה כלום.",לא,strong,0.67,0.56,15440,fiction,
hn19299,?,הסכם זה הוא הבסיס לשלטון העצמי של המרונים כיום.,שורש השלטון העצמי של המרונים שאנו מכירים היום טמון בהסכם זה.,הסכם זה לא היה קשור לשלטון העצמי של המרונים.,לא,strong,0.67,0.44,19299,travel,
hn194,?,"בסדר, אני אכן מאשים את עצמי.","אני מאשים את עצמי, בסדר.",אני לא מאשים את עצמי בכלל.,לא,strong,0.67,0.83,194,slate,
hn19652,?,"הם ראו אותי מגיע, ועצרו להביט.",כשהם ראו אותי מגיע הם נעצרו כדי לצפות.,הם לא ראו אותי מגיע.,לא,strong,0.67,0.67,19652,fiction,
hn20484,?,לרוב בתי המלון יש בריכות שחייה.,בריכות שחייה נפוצות בבתי מלון.,לא הרבה בתי מלון יש בריכות שחייה.,לא,strong,0.67,0.33,20484,travel,
hn20606,?,נקראת וביקשת מידע נוסף לפני שנתת התחייבות או מתנה לבית הספר למשפטים.,"כאשר התקשרו אליך, ביקשת לקבל פרטים נוספים לפני שתכריע אם לתת מתנה או לתרום לבית הספר למשפטים.",לא ביקשת מידע נוסף לפני שנתת מתנה לבית הספר למשפטים.,לא,strong,0.67,0.50,20606,letters,
hn21415,?,אבל הוא צריך לשים לב יותר.,הוא צריך לשים לב יותר.,הוא לא צריך לשים לב.,לא,strong,0.67,0.83,21415,slate,
hn21669,?,"ראשית, כמובן, הוא התכוון להישאר כאן.","ראשית, התכוון להישאר כאן.",הוא לא התכוון להישאר כאן.,לא,strong,0.67,0.67,21669,fiction,
hn21980,?,הוא היה בן 65 באותו הזמן.,הוא היה בן 65.,הוא אף פעם לא היה בן 65.,אף פעם | לא,"phrase,strong",0.67,0.67,21980,slate,
hn22137,?,"אבל אני מכבד נשים, אני מעריץ נשים, ואם זה אמור להיות רע, אז אני אשם.",אני אשם בכבוד ובהערכה לנשים אם זה דבר רע.,אני לא מכבד או מעריץ נשים ואם זה דבר רע אני אשם.,לא,strong,0.67,0.33,22137,slate,
hn22364,?,"בפגישת המידע של Tulare County Water Works הערב, המנהיגים יסבירו את הכללים.",מנהיגים יסבירו את הכללים בפגישת המידע של עבודות המים של מחוז טולאר.,המנהיגים לא יסבירו דבר לאף אחד בפגישת המידע של Tulare Count Water Works.,לא | לאף אחד,"phrase,strong",0.67,0.50,22364,government,
hn23206,?,"כן, כן, הוא אמר.",הוא אמר כן.,הוא אמר לא.,לא,strong,0.67,1.00,23206,fiction,
hn24218,?,זה היה תלוי בי להבין איך.,הייתי צריך להבין את זה.,לא היה תלוי בי לגלות איך.,לא,strong,0.67,0.33,24218,fiction,
hn25825,?,ילדים כנראה תוהים איך אלוהים נראה.,ילדים סקרנים לגבי איך אלוהים נראה.,ילדים אף פעם לא מנסים לדמיין איך אלוהים נראה.,אף פעם | לא,"phrase,strong",0.67,0.67,25825,letters,
hn27137,?,זה מה ש'השתמש בכוח' הוא.,זה מה שכוח הוא כל העניין.,"זה לא מה שכוונתו של ""השתמש בכוח"".",לא,strong,0.67,0.50,27137,slate,
hn27826,?,"בטח שיש מרחב תמרון, אמר לוט.",לוט שאל אם יש מרחב תמרון.,לוט אמר שאין מרחב תמרון,שאין,strong,0.67,0.50,27826,slate,
hn28543,?,סיוע להפחתה כוללת של 2 דולר.,הפחתה של 2$ מצריכה סיוע.,הפחתה של 2 דולר לא דורשת סיוע.,לא,strong,0.67,0.50,28543,government,
hn31969,?,כל פסקאות שהושמטו מסומנות בתוכן העניינים.,כל הפסקאות שהוצאו עדיין מוצגות בתוכן העניינים.,כל הפסקאות שהושמטו לא יימצאו בתוכן העניינים.,לא,strong,0.67,0.50,31969,government,
hn32099,?,"בלי קסם, איך נוכל להפשיר נשמה קפואה?",איך אפשר להפשיר נשמה קפואה בלי קסם?,אי אפשר להפשיר נשמה קפואה בעזרת קסם.,אי אפשר,phrase,0.67,0.83,32099,fiction,
hn322,?,"אם אין דוכן אחר פתוח, אני מבין.",אני מבין אם אין עוד דוכנים פתוחים.,אני לא מבין למה לא תהיה דוכן פתוח.,לא | לא,strong,0.67,0.50,322,slate,
hn33,?,ערכים אלה נדחו בחישוב אחוז ה-CV.,כמה ערכים נדחו.,לא נדחו ערכים בחישוב אחוז הקורות חיים.,לא,strong,0.67,0.33,33,government,
hn34083,?,"עם פרסומים מודפסים, יש בעיה שונה.",יש בעיה אחרת עם פרסומים מודפסים.,אין שום בעיה עם פרסומים מודפסים.,אין,strong,0.67,0.83,34083,slate,
hn34449,?,החדרים המשופרים שווים את התשלום הנוסף.,החדרים המשופרים הם שדרוג.,החדרים המשופרים לא שווים את השדרוג.,לא,strong,0.67,0.33,34449,travel,
hn36777,?,"כמובן, לעולם לא דחינו אנשים בגלל שהם היו לא יציבים מדי.",אנשים לא נדחו בגלל שהיו לא יציבים.,דחינו אנשים בגלל שהם היו בלתי יציבים.,בלתי,strong,0.67,0.33,36777,slate,
hn37198,?,אני מסכים איתך לגבי ביקורות ספרים.,אני משתף את אותה דעה שיש לך לגבי ביקורות ספרים.,אני לא בצד שלך לגבי ביקורות ספרים.,לא,strong,0.67,0.67,37198,slate,
hn40750,?,"מיסיונרים מוקדמים נהגו לומר tiens, bois!","טיינס, בואס הוא משהו שמסיירים מוקדמים נהגו לומר.","מיסיונרים מוקדמים אף פעם לא נהגו לומר טיאנס, בואה.",אף פעם | לא,"phrase,strong",0.67,0.50,40750,travel,
hn41614,?,הילדים שלי אחרי שיסיימו את לימודיהם.,הילדים שלי יסיימו את לימודיהם.,הילדים שלי לעולם לא יסיימו את לימודיהם.,לא,strong,0.67,0.67,41614,slate,
hn42486,?,רישום מדויק ומועד של עסקאות ואירועים,רישום מדויק ומהיר של עסקאות ואירועים,רישום איטי ולא נכון של עסקאות ואירועים,ולא,strong,0.67,0.83,42486,government,
hn42803,?,"יכולת לספר לחבר שלך שזכית בד""ר פיימוס בהגרלה.","את יכולה ליידע את בן הזוג שלך שזכית בד""ר פיימוס בהגרלה.","אי אפשר לספר לחבר שלך שזכית בד""ר פאמוס.",אי אפשר,phrase,0.67,0.67,42803,slate,
hn4357,?,"ואז היא אמרה: ""גברת קוונדיש כן.","""גברת קוונדיש עושה זאת,"" אמרה.","היא אמרה, ""גברת קוונדיש לא.""",לא,strong,0.67,0.50,4357,fiction,
hn49682,?,אני בטוח שאתה תמצא את זה.,אני די בטוח שתמצאו את זה.,אני לא בטוח שתמצא את זה.,לא,strong,0.67,0.67,49682,fiction,
hn50610,?,(שילמתי על המיקרופון הזה שמן הסתם הגיע מקומדיה פוליטית של ספנסר טרייסי,שילמתי על המיקרופון הזה שהגיע מקומדיה של ספנסר טרייסי.,לא שילמתי על המיקרופון הזה שהגיע מקומדיה של ספנסר טרייסי.,לא,strong,0.67,0.67,50610,slate,
hn51963,?,שינוי בלתי מוסבר במצב הפיננסי של USPS לשנת הכספים 2001,ישנו שינוי בלתי מוסבר במצב הפיננסי של USPS לשנת הכספים 2001.,לא היו שינויים במצב הפיננסי של USPS לשנת 2001.,לא,strong,0.67,1.00,51963,government,
hn5628,?,פותחו מספר מסכים עבור נשים בהריון.,"לנשים בהריון, פותחו כמה בדיקות ומסכים.",לא פותחו בדיקות עבור נשים בהריון.,לא,strong,0.67,0.33,5628,government,
hn56390,?,בית המשפט העליון ישמע טיעונים לגבי החוקתיות של תוכנית IOLTA במדינת וושינגטון.,החוקתיות של תוכנית IOLTA של וושינגטון תטען בפני בית המשפט העליון.,החוקתיות של תוכנית IOLTA של וושינגטון לא תטען בפני בית המשפט העליון.,לא,strong,0.67,0.67,56390,government,
hn57867,?,"אדונים, אדונים בכל מקום.","אדונים, אדונים מסביב.","אדונים, אדונים בשום מקום לא נמצאו.",לא,strong,0.67,0.33,57867,slate,
hn61336,?,כי אנחנו צריכים את זה מאוד.,אנחנו צריכים את זה מאוד.,אנחנו לא צריכים את זה.,לא,strong,0.67,0.83,61336,slate,
hn62043,?,אבל דליפות אנונימיות בדיעבד הן משחיתות.,דליפות אנונימיות בדיעבד הן משחיתות.,דליפות אנונימיות בדיעבד הן בלתי מזיקות.,בלתי,strong,0.67,0.83,62043,slate,
hn65990,?,"הוא אמר, ""אני מניח שאתה צודק.","הוא אמר, ""ייתכן שאתה צודק.""","הוא אמר, ""אין שום סיכוי שאתה צודק.""",אין,strong,0.67,0.67,65990,fiction,
hn70215,?,"הקרב שלו עם בוב קראפט, הבעלים של הפטריוטס, היה .",הקרב שלו עם בוב קראפט קרה.,הקרב שלו עם בוב קראפט לא היה.,לא,strong,0.67,0.56,70215,slate,
hn70566,?,"יש אמונה בריאה בבטון בסוג כזה של סיפור, ועניין דמוקרטי בטבע האנושי.",יש אמונה בחומר של הסיפור והעניין הדמוקרטי שנמצא בטבע האנושי.,יש אמונה לא בריאה בבטון בסוג כזה של סיפור.,לא,strong,0.67,0.42,70566,slate,
hn71199,?,דרו התאמץ לראות או לשמוע מה שוכן מעבר ל-,דרו ניסה לראות או לשמוע מה היה מעבר.,דרו לא רצה לשמוע או לראות מה היה מעבר.,לא,strong,0.67,0.67,71199,fiction,
hn7227,?,"אתה צריך לבוא למערות, היא דיברה.",היא אמרה לבוא למערות.,היא אמרה שלא היית צריך לבוא למערות.,שלא,strong,0.67,0.50,7227,fiction,
hn72477,?,או אולי הוא מצא משהו שהוא רצה לשמור לעצמו?,או האם הוא רצה לשמור את מה שמצא לעצמו.,האם הוא מצא משהו שהוא לא רצה לשמור?,לא,strong,0.67,0.56,72477,fiction,
hn80022,?,מודלרים עומדים בפני אתגרים דומים כאשר,מודלרים עומדים בפני אתגרים דומים.,מודלרים לעולם לא ניצבים בפני אתגרים דומים,לא,strong,0.67,0.83,80022,government,
hn81422,?,"רני כבר אמר שזה בסדר מבחינתו.""","זה בסדר עם רני, הוא כבר אמר.",רני אמר שזה בכלל לא בסדר בעיניו.,בכלל לא,phrase,0.67,0.67,81422,fiction,
hn82678,?,יש לנו משהו שאתם חייבים לראות.,אתה חייב לראות את זה.,יש לנו משהו שאתה לא רוצה לראות.,לא,strong,0.67,0.17,82678,fiction,
hn8308,?,תנאים הדורשים הערכה של אמינות נתונים.,ישנם תנאים הדורשים נתונים אמינים.,התנאים אינם דורשים הערכה של אמינות נתונים.,אינם,strong,0.67,0.50,8308,government,
hn83119,?,"אבל במקרה של אלפרד אינגלת'ורפ, כל זה השתנה.",המקרה של אלפרד אינגלת'ורפ השתנה.,לא השתנה דבר במקרה של אלפרד אינגלת'ורפ.,לא,strong,0.67,0.56,83119,fiction,
hn87092,?,אנשי קשר נוספים מפורטים בנספח II.,נספח II כולל יותר אנשי קשר.,אין אנשי קשר המצויים בנספח II.,אין,strong,0.67,0.50,87092,government,
hn88730,?,הנרי אי המציאות של הוויה (המוזיאון לאמנות עממית אמריקאית).,,אי המציאות של היות אינו נוגע לאמנות עממית אמריקאית.,אינו,strong,0.67,0.00,88730,slate,WRITE PARAPHRASE
hn88942,?,דוגמה אחת היא יום השירות שלנו.,יום השירות שלנו הוא דוגמה אחת.,יום השירות שלנו הוא בהחלט לא דוגמה.,לא,strong,0.67,0.83,88942,government,
hn90920,?,הם היו מסיימים תוך זמן קצר.,,הם לא היו מסיימים במשך זמן רב.,לא,strong,0.67,0.00,90920,fiction,WRITE PARAPHRASE
hn91401,?,"אך אנשים מאמינים, או רוצים להאמין.",אנשים או מאמינים או רוצים.,אנשים לא מאמינים או רוצים.,לא,strong,0.67,0.67,91401,slate,
hn91982,?,אבל יש לי זכות לנסות לשנות את הספקנות הזאת.,זכותי לנסות לשנות את הספקנות הזו.,אין לי זכות לנסות לשנות את הספקנות הזו.,אין,strong,0.67,0.44,91982,slate,
hn9218,?,ההבדלים בשיפועים ובקטעים משקפים הבדלים באוכלוסייה.,ההבדלים בשיפועים ובבלוקים משקפים הבדלים באוכלוסייה.,ההבדלים בנטיות ובחיתוכים אינם משקפים הבדלים באוכלוסייה.,אינם,strong,0.67,0.83,9218,government,
hn93488,?,"שוב, לריצ'רד יש סיפור ורוד.",לריצ'רד היה סיפור ורוד בעבר.,לריצ'רד לא היה סיפור ורוד בעבר.,לא,strong,0.67,0.67,93488,slate,
hn9355,?,זה יכול להיות רק סר פרת!,,סר פרת' לא יכול להיות מעורב בזה.,לא,strong,0.67,0.00,9355,fiction,WRITE PARAPHRASE
hn95071,?,"השני הוא הזר שהוא מדבר איתו.""",האיש השני איתו הוא משוחח הוא זר.,הבחור השני שהוא מדבר איתו אינו זר.,אינו,strong,0.67,0.50,95071,fiction,
hn96208,?,אני מוכר כאן בתור מר קרטר.,"כאן, אני מוכר בתור מר קרטר.","אני לא מר קרטר, אני מוכר בשם מר רובינסון.",לא,strong,0.67,1.00,96208,fiction,
hn96330,?,בלי הגנה נאותה תהיה שפיכות דמים ברחוב.,תהיה שפיכות דמים ברחובות בלי הגנה ראויה.,לא תהיה שפיכות דמים ללא הגנה הולמת.,לא | ללא,strong,0.67,0.67,96330,fiction,
hn97038,?,"אני, למשל, חידשתי את החברות שלי.",החברות שלי חודשה.,לא חידשתי את החברות שלי.,לא,strong,0.67,0.33,97038,government,
hn98826,?,זו המדיניות הזמינה ביותר באופן מיידי כדי להגן על מטופלים עם תקנות סודיות פדרליות ולהקל על חששות לגיטימיים לגבי הזכות לפרטיות.,זוהי המדיניות הזמינה ביותר באופן מיידי כדי להגן על המטופלים ולהקל על חששות לגיטימיים לגבי הזכות לפרטיות.,זו אינה המדיניות הזמינה ביותר באופן מיידי להגנה על מטופלים והקלה על חששות לגיטימיים לגבי הזכות לפרטיות.,אינה,strong,0.65,0.70,98826,government,
hn102342,?,רבים מהדהדים את ההשוואה של לאונרדו דה וינצ'י לשקי אגוזים.,לאונרדו דה וינצ'י הושווה לשק אגוזים.,אף אחד לא השווה את לאונרדו דה וינצ'י לשקי אגוזים.,אף אחד | לא,"phrase,strong",0.64,0.45,102342,travel,
hn104296,?,"בחיפה יש מספר חופים טובים, ממש ממערב לנמל באזור בת גלים.","ממש ממערב לנמל באזור בת גלים, בחיפה יש מספר חופים טובים.","בחיפה אין חופים טובים, אבל יש הרים ממש ממערב לנמל.",אין,strong,0.64,1.00,104296,travel,
hn131951,?,פרשנים תרבותיים שידכו את סטיוארט לקורלט כאלופי המידות הטובות ואיש העם.,סטיוארט וקורלט הוצמדו יחד על ידי פרשנים תרבותיים כאלופי האדם הפשוט.,פרשנים תרבותיים אף פעם לא השוו את סטיוארט לקוראלט כאלופי המידות הטובות.,אף פעם | לא,"phrase,strong",0.64,0.36,131951,slate,
hn142620,?,"כפי שנדון בסעיף 1, הביטוח הלאומי משפיע גם על התמריצים של אנשים לחסוך לפנסיה.",הביטוח הלאומי משפיע גם על התמריצים של אנשים לחסוך לפנסיה.,הביטוח הלאומי לא משפיע על התמריצים של אנשים לחסוך לפנסיה.,לא,strong,0.64,0.71,142620,government,
